"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Sep 26 10:40:57 GMT 2024","Thu Sep 26 10:40:58 GMT 2024","1065","tests.api","test_api","TestEntityAPI","","","Test update entity","Verify that an entity can be updated successfully"
"passed","Thu Sep 26 10:40:55 GMT 2024","Thu Sep 26 10:40:56 GMT 2024","368","tests.api","test_api","TestEntityAPI","","","Test get entity","Verify that a specific entity can be retrieved"
"passed","Thu Sep 26 10:40:58 GMT 2024","Thu Sep 26 10:40:59 GMT 2024","1069","tests.api","test_api","TestEntityAPI","","","Test delete entity","Verify that an entity can be deleted successfully"
"passed","Thu Sep 26 10:40:56 GMT 2024","Thu Sep 26 10:40:56 GMT 2024","444","tests.api","test_api","TestEntityAPI","","","Test get all entities","Verify that all entities can be retrieved"
"passed","Thu Sep 26 10:40:55 GMT 2024","Thu Sep 26 10:40:55 GMT 2024","1","tests.api","test_api","TestEntityAPI","","","Test create entity","Verify that an entity can be created successfully"
