"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 25 02:22:41 GMT 2024","Wed Sep 25 02:22:42 GMT 2024","1262","tests.ui","test_add_customer","TestAddCustomer","","","test_add_customer","Test adding a new customer with valid data."
"passed","Wed Sep 25 02:22:41 GMT 2024","Wed Sep 25 02:22:42 GMT 2024","1121","tests.ui","test_customer_list","TestCustomerList","","","test_sort_customers_by_first_name[ascending]","Test sorting customers by first name in the specified order."
"passed","Wed Sep 25 02:22:41 GMT 2024","Wed Sep 25 02:22:42 GMT 2024","1023","tests.ui","test_delete_customers","TestDeleteCustomer","","","test_delete_customer_with_average_name_length","Test deleting a customer with an average name length."
"passed","Wed Sep 25 02:22:41 GMT 2024","Wed Sep 25 02:22:42 GMT 2024","1112","tests.ui","test_customer_list","TestCustomerList","","","test_sort_customers_by_first_name[descending]","Test sorting customers by first name in the specified order."
