"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 25 22:59:46 GMT 2024","Wed Sep 25 22:59:47 GMT 2024","1047","tests.api","test_api","TestEntityAPI","","","Test delete entity","Verify that an entity can be deleted successfully"
"passed","Wed Sep 25 22:59:45 GMT 2024","Wed Sep 25 22:59:45 GMT 2024","632","tests.api","test_api","TestEntityAPI","","","Test update entity","Verify that an entity can be updated successfully"
"passed","Wed Sep 25 22:59:44 GMT 2024","Wed Sep 25 22:59:44 GMT 2024","315","tests.api","test_api","TestEntityAPI","","","Test get all entities","Verify that all entities can be retrieved"
"passed","Wed Sep 25 22:59:43 GMT 2024","Wed Sep 25 22:59:43 GMT 2024","0","tests.api","test_api","TestEntityAPI","","","Test create entity","Verify that an entity can be created successfully"
"passed","Wed Sep 25 22:59:44 GMT 2024","Wed Sep 25 22:59:44 GMT 2024","319","tests.api","test_api","TestEntityAPI","","","Test get entity","Verify that a specific entity can be retrieved"
