"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 25 09:57:27 GMT 2024","Wed Sep 25 09:57:28 GMT 2024","318","tests.api","test_api","TestEntityAPI","","","Test get all entities","Verify that all entities can be retrieved"
"passed","Wed Sep 25 09:57:27 GMT 2024","Wed Sep 25 09:57:27 GMT 2024","344","tests.api","test_api","TestEntityAPI","","","Test get entity","Verify that a specific entity can be retrieved"
"passed","Wed Sep 25 09:57:26 GMT 2024","Wed Sep 25 09:57:26 GMT 2024","0","tests.api","test_api","TestEntityAPI","","","Test create entity","Verify that an entity can be created successfully"
"passed","Wed Sep 25 09:57:28 GMT 2024","Wed Sep 25 09:57:29 GMT 2024","621","tests.api","test_api","TestEntityAPI","","","Test update entity","Verify that an entity can be updated successfully"
"passed","Wed Sep 25 09:57:29 GMT 2024","Wed Sep 25 09:57:30 GMT 2024","949","tests.api","test_api","TestEntityAPI","","","Test delete entity","Verify that an entity can be deleted successfully"
